bookId-chunkNo	F0	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34
pg16453-8	0.022	0.1937	0.1338	0.0882	0.0254	0.0225	0.0461	0.0431	0.0507	0.0001	0.0017	0.0065	0.009	0.0975	-0.0891	0.0445	0.3438	0.3125	0.3438	0.8114	-0.0178	-0.3185	0.0098	-0.0026	-0.0048	-0.0034	-0.0059	0.0133	-0.0079	-0.0091	0.0088	0.0018	0.2989	0.1316	0
pg4745-1	0.0196	0.3208	0.21	0.0735	0.0222	0.0336	0.031	0.0555	0.0568	0.0007	0.0033	0.0101	0.0056	0.1006	-0.097	0.0364	0.3947	0.2895	0.3158	0.7299	-0.1039	-0.9528	0.0121	0.0023	-0.0062	-0.0063	0.0086	-0.002	-0.007	-0.0072	-0.0075	0.0132	0.2723	0.3684	0
pg4745-2	0.0239	0.3228	0.145	0.0704	0.0179	0.0241	0.0313	0.0607	0.0554	0.0006	0.0036	0.0081	0.0113	0.1043	-0.1079	0.0482	0.6053	0.1579	0.2368	0.7539	-0.1039	-0.9528	0.0121	0.0023	-0.0062	-0.0063	0.0086	-0.002	-0.007	-0.0072	-0.0075	0.0132	0.3559	0.4474	0
pg4745-3	0.0219	0.247	0.2817	0.0766	0.0242	0.0214	0.0322	0.0587	0.0586	0.0007	0.0032	0.0098	0.0114	0.1046	-0.1144	0.0484	0.4737	0.1316	0.3947	0.7468	-0.1039	-0.9528	0.0121	0.0023	-0.0062	-0.0063	0.0086	-0.002	-0.007	-0.0072	-0.0075	0.0132	0.3436	0.4737	0
pg4745-4	0.0272	0.3833	0.052	0.0769	0.0212	0.0277	0.0291	0.0489	0.0615	0.0008	0.0038	0.01	0.0105	0.0926	-0.1379	0.054	0.6579	0.0789	0.2632	0.7568	-0.1039	-0.9528	0.0121	0.0023	-0.0062	-0.0063	0.0086	-0.002	-0.007	-0.0072	-0.0075	0.0132	0.347	0.2632	0
pg4745-5	0.0222	0.3023	0.1683	0.0733	0.02	0.0296	0.0312	0.0496	0.0609	0.0008	0.003	0.0068	0.0071	0.0914	-0.1216	0.0394	0.5789	0.2368	0.1842	0.7824	-0.1039	-0.9528	0.0121	0.0023	-0.0062	-0.0063	0.0086	-0.002	-0.007	-0.0072	-0.0075	0.0132	0.2709	0.3947	0
pg1747-3	0.0312	0.3613	0.1528	0.0691	0.0297	0.0301	0.0275	0.0504	0.0467	0.0003	0.0052	0.0057	0.0053	0.0891	-0.0788	0.0742	0.4706	0.0294	0.5	0.6573	-0.1016	-0.5731	-0.0047	-0.0101	-0.0067	0.0125	0.0101	-0.0028	-0.008	-0.0034	0.0093	0.0039	0.5638	0.3421	0
pg4745-6	0.0176	0.2079	0.2882	0.0798	0.0236	0.0277	0.0321	0.0516	0.056	0.0006	0.0031	0.0098	0.0066	0.0972	-0.0982	0.0357	0.5526	0.2105	0.2368	0.7437	-0.1039	-0.9528	0.0121	0.0023	-0.0062	-0.0063	0.0086	-0.002	-0.007	-0.0072	-0.0075	0.0132	0.2699	0.4737	0
pg1747-4	0.0274	0.3362	0.1427	0.0692	0.0254	0.0231	0.0263	0.0538	0.0496	0.0001	0.0045	0.006	0.0064	0.0907	-0.0878	0.077	0.5	0.1471	0.3529	0.6658	-0.1016	-0.5731	-0.0047	-0.0101	-0.0067	0.0125	0.0101	-0.0028	-0.008	-0.0034	0.0093	0.0039	0.5438	0.3947	0
pg4745-7	0.0218	0.1063	0.3909	0.0859	0.0195	0.0249	0.0324	0.0531	0.0592	0.0014	0.0046	0.0093	0.006	0.1008	-0.1045	0.0393	0.6053	0.1316	0.2632	0.7564	-0.1039	-0.9528	0.0121	0.0023	-0.0062	-0.0063	0.0086	-0.002	-0.007	-0.0072	-0.0075	0.0132	0.2846	0.3947	0
pg1747-1	0.0256	0.4352	0.2065	0.0535	0.0322	0.0261	0.0259	0.057	0.048	0.0003	0.0031	0.0082	0.0073	0.0945	-0.0769	0.0669	0.5882	0.1471	0.2647	0.6083	-0.1016	-0.5731	-0.0047	-0.0101	-0.0067	0.0125	0.0101	-0.0028	-0.008	-0.0034	0.0093	0.0039	0.5042	0.3947	0
pg4745-8	0.0186	0.1131	0.5602	0.0769	0.0327	0.0265	0.0357	0.0488	0.0635	0.0008	0.0029	0.0086	0.0073	0.0968	-0.1258	0.0296	0.5263	0.1316	0.3421	0.7622	-0.1039	-0.9528	0.0121	0.0023	-0.0062	-0.0063	0.0086	-0.002	-0.007	-0.0072	-0.0075	0.0132	0.1978	0.2895	0
pg1747-2	0.0226	0.346	0.192	0.0663	0.0285	0.0249	0.0267	0.0536	0.046	0	0.0077	0.0087	0.0067	0.0967	-0.0578	0.0609	0.3824	0.2059	0.4118	0.6315	-0.1016	-0.5731	-0.0047	-0.0101	-0.0067	0.0125	0.0101	-0.0028	-0.008	-0.0034	0.0093	0.0039	0.4946	0.4211	0
pg4745-9	0.0121	0.1145	0.3207	0.0835	0.0225	0.0239	0.0299	0.0449	0.0601	0.001	0.0032	0.0109	0.0066	0.0898	-0.1067	0.0234	0.5263	0.1579	0.3158	0.7736	-0.1039	-0.9528	0.0121	0.0023	-0.0062	-0.0063	0.0086	-0.002	-0.007	-0.0072	-0.0075	0.0132	0.1703	0.1842	0
pg16453-5	0.0241	0.2444	0.1873	0.1	0.0244	0.023	0.0414	0.0472	0.0529	0.0001	0.002	0.009	0.0069	0.0997	-0.0925	0.0471	0.5625	0.0938	0.3438	0.8185	-0.0178	-0.3185	0.0098	-0.0026	-0.0048	-0.0034	-0.0059	0.0133	-0.0079	-0.0091	0.0088	0.0018	0.3094	0.1316	0
pg1747-7	0.0224	0.328	0.1441	0.0794	0.0326	0.0292	0.0307	0.0511	0.0449	0.0004	0.0045	0.0077	0.005	0.0944	-0.0503	0.0586	0.3529	0.2353	0.4118	0.6437	-0.1016	-0.5731	-0.0047	-0.0101	-0.0067	0.0125	0.0101	-0.0028	-0.008	-0.0034	0.0093	0.0039	0.4577	0.2895	0
pg16453-6	0.0209	0.3053	0.0965	0.0917	0.0285	0.0225	0.0471	0.0468	0.0492	0.0001	0.0017	0.0058	0.0084	0.1015	-0.0774	0.0373	0.4063	0.1563	0.4375	0.793	-0.0178	-0.3185	0.0098	-0.0026	-0.0048	-0.0034	-0.0059	0.0133	-0.0079	-0.0091	0.0088	0.0018	0.2749	0.1579	0
pg16453-3	0.0161	0.216	0.151	0.0977	0.0301	0.0237	0.0509	0.055	0.0434	0	0.0043	0.0095	0.0061	0.1197	-0.0264	0.0319	0.5	0.2813	0.2188	0.7847	-0.0178	-0.3185	0.0098	-0.0026	-0.0048	-0.0034	-0.0059	0.0133	-0.0079	-0.0091	0.0088	0.0018	0.2475	0.2105	0
pg1747-5	0.0272	0.3004	0.1735	0.0679	0.0243	0.0281	0.0292	0.0499	0.0493	0.0005	0.0069	0.008	0.0052	0.0945	-0.0865	0.0779	0.7353	0.0294	0.2353	0.6574	-0.1016	-0.5731	-0.0047	-0.0101	-0.0067	0.0125	0.0101	-0.0028	-0.008	-0.0034	0.0093	0.0039	0.5546	0.3158	0
pg16453-4	0.0175	0.1801	0.241	0.0901	0.0265	0.0238	0.0459	0.0457	0.0471	0.0001	0.0024	0.0054	0.0071	0.0995	-0.0605	0.0306	0.3125	0.375	0.3125	0.7776	-0.0178	-0.3185	0.0098	-0.0026	-0.0048	-0.0034	-0.0059	0.0133	-0.0079	-0.0091	0.0088	0.0018	0.2304	0.0526	0
pg1747-6	0.0237	0.3329	0.194	0.0597	0.0238	0.0297	0.0269	0.0556	0.0468	0.0003	0.0031	0.0059	0.0045	0.0918	-0.0636	0.0604	0.3235	0.0588	0.6176	0.6702	-0.1016	-0.5731	-0.0047	-0.0101	-0.0067	0.0125	0.0101	-0.0028	-0.008	-0.0034	0.0093	0.0039	0.4673	0.4211	0
pg1155-8	0.0341	0.288	0.0523	0.0865	0.0149	0.0254	0.0187	0.0427	0.0666	0.0022	0.0001	0.014	0.0138	0.0777	-0.1589	0.0578	0.5556	0.2	0.2444	0.7554	-0.0649	-0.0735	-0.0116	-0.0011	-0.0001	-0.0098	-0.0004	-0.0017	-0.0008	0.0131	0.0129	-0.0004	0.3206	0.2895	0
pg16453-1	0.0207	0.1868	0.1462	0.0837	0.0271	0.0217	0.0496	0.0649	0.0441	0.0001	0.002	0.0102	0.0082	0.1268	-0.0438	0.0379	0.4063	0.2813	0.3125	0.8067	-0.0178	-0.3185	0.0098	-0.0026	-0.0048	-0.0034	-0.0059	0.0133	-0.0079	-0.0091	0.0088	0.0018	0.3208	0.0789	0
pg1155-9	0.0272	0.1399	0.1103	0.1022	0.0193	0.0251	0.0266	0.0407	0.0667	0.0014	0.0002	0.0136	0.0122	0.0825	-0.1529	0.0469	0.5556	0.1333	0.3111	0.8136	-0.0649	-0.0735	-0.0116	-0.0011	-0.0001	-0.0098	-0.0004	-0.0017	-0.0008	0.0131	0.0129	-0.0004	0.2678	0.2632	0
pg16453-2	0.0219	0.2573	0.1039	0.0989	0.0282	0.0223	0.0444	0.0539	0.047	0.0001	0.0033	0.0083	0.0071	0.11	-0.0647	0.042	0.4688	0.1563	0.375	0.8072	-0.0178	-0.3185	0.0098	-0.0026	-0.0048	-0.0034	-0.0059	0.0133	-0.0079	-0.0091	0.0088	0.0018	0.331	0.0526	0
pg1155-6	0.0342	0.3602	0.1091	0.0877	0.0214	0.0246	0.0236	0.0409	0.0706	0.0012	0.0005	0.0104	0.0086	0.0766	-0.1672	0.0564	0.4444	0.1778	0.3778	0.7951	-0.0649	-0.0735	-0.0116	-0.0011	-0.0001	-0.0098	-0.0004	-0.0017	-0.0008	0.0131	0.0129	-0.0004	0.3124	0.3684	0
pg1155-7	0.0346	0.1926	0.143	0.0881	0.0168	0.0231	0.0226	0.0398	0.0688	0.0011	0.0003	0.0085	0.0089	0.0723	-0.1617	0.0598	0.5556	0.2222	0.2222	0.8078	-0.0649	-0.0735	-0.0116	-0.0011	-0.0001	-0.0098	-0.0004	-0.0017	-0.0008	0.0131	0.0129	-0.0004	0.342	0.4211	0
pg12225-5	0.0185	0.2345	0.0378	0.0794	0.0238	0.0274	0.0391	0.0563	0.0524	0.0002	0.0032	0.0046	0.007	0.1034	-0.0741	0.0196	0.4118	0.1471	0.4412	0.7865	-0.05	-0.5293	0.0098	-0.0009	-0.0056	0.0141	0.0099	-0.0011	-0.0095	-0.0085	-0.0046	-0.0037	0.1536	0.2632	0
pg18894-2	0.0225	0.4236	0.1015	0.0769	0.0187	0.0227	0.0293	0.0618	0.0401	0.0007	0.0019	0.0194	0.0066	0.1131	-0.0231	0.0407	0.5	0.2143	0.2857	0.7058	-0.0958	0.3537	-0.0035	-0.0054	0.004	-0.0033	0.0128	-0.0004	-0.0036	0.0144	-0.0097	-0.0053	0.3891	0.2632	0
pg12225-4	0.0207	0.2681	0.0637	0.07	0.021	0.023	0.0367	0.0465	0.0559	0.0001	0.003	0.005	0.009	0.0913	-0.1026	0.0244	0.4063	0.2813	0.3125	0.7979	-0.05	-0.5293	0.0098	-0.0009	-0.0056	0.0141	0.0099	-0.0011	-0.0095	-0.0085	-0.0046	-0.0037	0.181	0.2632	0
pg18894-3	0.0153	0.4134	0.1504	0.0794	0.0263	0.027	0.0338	0.057	0.0384	0.0002	0.0034	0.0179	0.0064	0.1123	0.0013	0.0256	0.4286	0.1786	0.3929	0.6716	-0.0958	0.3537	-0.0035	-0.0054	0.004	-0.0033	0.0128	-0.0004	-0.0036	0.0144	-0.0097	-0.0053	0.2424	0.2632	0
pg23500-10	0.0176	0.0949	0.0973	0.0657	0.0165	0.0294	0.0354	0.06	0.0371	0.0001	0.0098	0.0088	0.0012	0.1141	0.0426	0.0152	0.2917	0.25	0.4583	0.7012	0.0395	0.2018	0.0114	-0.0091	0.0073	0.0136	-0.0084	0.0016	-0.0081	-0.0007	-0.0023	-0.0054	0.1425	0.2632	0
pg12225-7	0.0116	0.303	0.0012	0.0644	0.0168	0.0245	0.0393	0.0594	0.0542	0.002	0.0029	0.0107	0.0046	0.1143	-0.0746	0.0114	0.5882	0.1471	0.2647	0.7657	-0.05	-0.5293	0.0098	-0.0009	-0.0056	0.0141	0.0099	-0.0011	-0.0095	-0.0085	-0.0046	-0.0037	0.0561	0.1842	0
pg12225-6	0.0204	0.2512	0.0066	0.0855	0.0212	0.0246	0.0328	0.0603	0.0567	0.0003	0.0032	0.0057	0.0095	0.1023	-0.1071	0.0274	0.3235	0.1765	0.5	0.8283	-0.05	-0.5293	0.0098	-0.0009	-0.0056	0.0141	0.0099	-0.0011	-0.0095	-0.0085	-0.0046	-0.0037	0.2033	0.3158	0
pg18894-1	0.0155	0.4877	0.0985	0.0652	0.0201	0.0245	0.0394	0.0526	0.0354	0.0005	0.0032	0.0229	0.0056	0.1186	0.0417	0.0234	0.2857	0.2143	0.5	0.6636	-0.0958	0.3537	-0.0035	-0.0054	0.004	-0.0033	0.0128	-0.0004	-0.0036	0.0144	-0.0097	-0.0053	0.2476	0.2895	0
pg12225-1	0.0106	0.1692	0.0082	0.0604	0.0129	0.0217	0.0506	0.0499	0.0566	0.0001	0.0016	0.0073	0.0021	0.1095	-0.0741	0.0054	0.2353	0.2647	0.5	0.7656	-0.05	-0.5293	0.0098	-0.0009	-0.0056	0.0141	0.0099	-0.0011	-0.0095	-0.0085	-0.0046	-0.0037	0.0426	0.1579	0
pg18894-6	0.0133	0.1569	0.1987	0.1129	0.026	0.0234	0.0297	0.0524	0.0403	0.0005	0.0035	0.0192	0.0061	0.1053	-0.0322	0.0258	0.2857	0.3571	0.3571	0.7435	-0.0958	0.3537	-0.0035	-0.0054	0.004	-0.0033	0.0128	-0.0004	-0.0036	0.0144	-0.0097	-0.0053	0.2431	0.2105	0
pg18894-7	0.0166	0.2637	0.0399	0.0975	0.0178	0.023	0.0276	0.052	0.0458	0	0.0026	0.0174	0.0068	0.0996	-0.0692	0.0358	0.2143	0.1071	0.6786	0.7505	-0.0958	0.3537	-0.0035	-0.0054	0.004	-0.0033	0.0128	-0.0004	-0.0036	0.0144	-0.0097	-0.0053	0.2951	0.2105	0
pg12225-3	0.0196	0.3447	0.0327	0.0593	0.0202	0.0241	0.0377	0.0607	0.0532	0.0004	0.0053	0.0052	0.0064	0.1093	-0.0779	0.0264	0.2647	0.2941	0.4412	0.781	-0.05	-0.5293	0.0098	-0.0009	-0.0056	0.0141	0.0099	-0.0011	-0.0095	-0.0085	-0.0046	-0.0037	0.2084	0.2368	0
pg18894-4	0.0179	0.2898	0.1796	0.0928	0.0197	0.0251	0.0336	0.0571	0.0405	0.0001	0.0023	0.0213	0.0074	0.1144	-0.036	0.0349	0.3571	0.25	0.3929	0.6916	-0.0958	0.3537	-0.0035	-0.0054	0.004	-0.0033	0.0128	-0.0004	-0.0036	0.0144	-0.0097	-0.0053	0.3198	0.2632	0
pg12225-2	0.0106	0.1325	0.0086	0.072	0.0095	0.0255	0.0528	0.0595	0.0575	0.0003	0.0001	0.0053	0.0026	0.118	-0.0788	0.0058	0.4118	0.1471	0.4412	0.8293	-0.05	-0.5293	0.0098	-0.0009	-0.0056	0.0141	0.0099	-0.0011	-0.0095	-0.0085	-0.0046	-0.0037	0.0436	0.0789	0
pg18894-5	0.0123	0.3514	0.1747	0.0758	0.0238	0.0241	0.0369	0.0542	0.0369	0.0004	0.0034	0.0162	0.0053	0.1111	0.0125	0.0215	0.2857	0.1429	0.5714	0.6729	-0.0958	0.3537	-0.0035	-0.0054	0.004	-0.0033	0.0128	-0.0004	-0.0036	0.0144	-0.0097	-0.0053	0.2299	0.2368	0
pg36159-1	0.029	0.1879	0.1808	0.079	0.0189	0.021	0.0372	0.0541	0.0554	0.0001	0.0149	0.0037	0.0061	0.11	-0.1126	0.0574	0.7879	0.1515	0.0606	0.8154	-0.0305	-0.8281	0.0043	-0.0105	0.0144	0.0034	-0.0083	0.0018	-0.0073	-0.0063	-0.003	0.0117	0.4015	0.2895	0
pg12225-9	0.009	0.2079	0	0.0811	0.0223	0.0225	0.0394	0.0485	0.0596	0.0007	0.0013	0.0095	0.0074	0.0994	-0.1097	0.0142	0.4118	0.1765	0.4118	0.7977	-0.05	-0.5293	0.0098	-0.0009	-0.0056	0.0141	0.0099	-0.0011	-0.0095	-0.0085	-0.0046	-0.0037	0.0656	0.1053	0
pg12225-8	0.0063	0.2846	0.0151	0.0694	0.0167	0.0268	0.0369	0.0509	0.0562	0.0014	0.0013	0.0099	0.0033	0.1004	-0.0793	0.0083	0.4412	0.1765	0.3824	0.7811	-0.05	-0.5293	0.0098	-0.0009	-0.0056	0.0141	0.0099	-0.0011	-0.0095	-0.0085	-0.0046	-0.0037	0.0201	0.1053	0
pg2866-10	0.019	0.281	0.0654	0.0796	0.0275	0.0203	0.0362	0.0768	0.0403	0.0001	0.006	0.0062	0.0072	0.1253	-0.0091	0.0475	0.48	0.08	0.44	0.6667	0.1255	0.1964	-0.01	-0.0049	-0.0065	0.011	0.0067	-0.0071	0.0104	0.0064	-0.0007	-0.0055	0.4727	0.4474	0
pg2866-13	0.0233	0.2372	0.1659	0.0771	0.0266	0.0241	0.0336	0.076	0.0429	0.0003	0.0048	0.0045	0.0079	0.1192	-0.0328	0.0487	0.4	0.12	0.48	0.6849	0.1255	0.1964	-0.01	-0.0049	-0.0065	0.011	0.0067	-0.0071	0.0104	0.0064	-0.0007	-0.0055	0.4658	0.4737	0
pg2866-14	0.0231	0.1887	0.1393	0.0783	0.0238	0.0208	0.0318	0.0737	0.0414	0.0001	0.0068	0.0075	0.0126	0.1198	-0.0578	0.0615	0.52	0.16	0.32	0.6979	0.1255	0.1964	-0.01	-0.0049	-0.0065	0.011	0.0067	-0.0071	0.0104	0.0064	-0.0007	-0.0055	0.5373	0.6316	0
pg2866-11	0.0167	0.3104	0.0599	0.0681	0.0321	0.0242	0.0365	0.0752	0.0362	0.0002	0.0057	0.0064	0.0082	0.124	0.0052	0.0414	0.5	0.1667	0.3333	0.658	0.1255	0.1964	-0.01	-0.0049	-0.0065	0.011	0.0067	-0.0071	0.0104	0.0064	-0.0007	-0.0055	0.4289	0.3158	0
pg2866-12	0.0207	0.2197	0.0852	0.0968	0.0229	0.022	0.0337	0.0728	0.0426	0	0.006	0.0064	0.0094	0.1189	-0.039	0.0542	0.36	0.16	0.48	0.7236	0.1255	0.1964	-0.01	-0.0049	-0.0065	0.011	0.0067	-0.0071	0.0104	0.0064	-0.0007	-0.0055	0.501	0.3684	0
pg19225-9	0.0251	0.3325	0.1912	0.094	0.02	0.0197	0.0337	0.0446	0.0515	0.0005	0.0063	0.0245	0.0136	0.1096	-0.1033	0.0316	0.5429	0.2	0.2571	0.8074	-0.0947	0.0538	0.0045	0.0051	-0.0013	-0.0092	-0.006	-0.0082	-0.0098	0.0107	0.0125	0.0017	0.2263	0.3947	0
pg19225-8	0.0271	0.3114	0.1647	0.0782	0.022	0.0193	0.0356	0.0514	0.0508	0.0006	0.0067	0.0142	0.0089	0.1085	-0.0982	0.0397	0.4286	0.1714	0.4	0.8002	-0.0947	0.0538	0.0045	0.0051	-0.0013	-0.0092	-0.006	-0.0082	-0.0098	0.0107	0.0125	0.0017	0.2761	0.2368	0
pg19225-7	0.0265	0.1772	0.1647	0.0961	0.0241	0.0183	0.0334	0.044	0.0494	0.0002	0.0061	0.0295	0.0141	0.1132	-0.1082	0.0484	0.4	0.2	0.4	0.8251	-0.0947	0.0538	0.0045	0.0051	-0.0013	-0.0092	-0.006	-0.0082	-0.0098	0.0107	0.0125	0.0017	0.3358	0.2368	0
pg18489-1	0.0237	0.1837	0.2208	0.0899	0.0233	0.0279	0.0265	0.0502	0.054	0	0.0007	0.0223	0.0041	0.0997	-0.0825	0.0442	0.4857	0.1143	0.4	0.7452	-0.0912	-0.4133	-0.0056	-0.0048	-0.0103	-0.0057	0.0084	-0.0006	-0.0029	0.0149	0.0104	-0.0038	0.319	0.3421	0
pg18489-3	0.0195	0.1942	0.1295	0.089	0.0253	0.0254	0.0261	0.0504	0.047	0	0.0017	0.0153	0.0032	0.0935	-0.0461	0.0448	0.3429	0.1714	0.4857	0.7011	-0.0912	-0.4133	-0.0056	-0.0048	-0.0103	-0.0057	0.0084	-0.0006	-0.0029	0.0149	0.0104	-0.0038	0.3433	0.3158	0
pg18489-2	0.0177	0.1721	0.2126	0.0928	0.0234	0.0262	0.0293	0.0532	0.0479	0.0004	0.0004	0.0183	0.0031	0.1016	-0.0444	0.0377	0.5294	0.2059	0.2647	0.7268	-0.0912	-0.4133	-0.0056	-0.0048	-0.0103	-0.0057	0.0084	-0.0006	-0.0029	0.0149	0.0104	-0.0038	0.2792	0.2895	0
pg18489-5	0.0237	0.2789	0.1144	0.0791	0.0188	0.026	0.0268	0.0471	0.0484	0.0011	0.0023	0.0201	0.0068	0.0974	-0.0851	0.0444	0.3714	0.0571	0.5714	0.788	-0.0912	-0.4133	-0.0056	-0.0048	-0.0103	-0.0057	0.0084	-0.0006	-0.0029	0.0149	0.0104	-0.0038	0.3098	0.2105	0
pg23500-11	0.0151	0.2592	0.0953	0.0774	0.0228	0.027	0.0382	0.0643	0.0389	0.0001	0.0084	0.0097	0.0036	0.1207	0.0231	0.0217	0.36	0.2	0.44	0.7485	0.0395	0.2018	0.0114	-0.0091	0.0073	0.0136	-0.0084	0.0016	-0.0081	-0.0007	-0.0023	-0.0054	0.2173	0.2632	0
pg18489-4	0.0169	0.2219	0.1476	0.0849	0.0201	0.0245	0.0274	0.0558	0.0477	0.0001	0.0011	0.0177	0.0042	0.1021	-0.054	0.0376	0.5714	0.0857	0.3429	0.6969	-0.0912	-0.4133	-0.0056	-0.0048	-0.0103	-0.0057	0.0084	-0.0006	-0.0029	0.0149	0.0104	-0.0038	0.2962	0.2895	0
pg20257-1	0.0079	0.3483	0.0018	0.0669	0.0178	0.0253	0.0376	0.0982	0.0138	0.0056	0.0115	0.0348	0.0018	0.1878	0.7048	0.0027	0.0909	0.0909	0.8182	0.4208	-0.1256	-0.2688	-0.0082	-0.0037	-0.0095	-0.0029	0.0095	-0.0095	0.0075	0.0032	0.0007	0.0129	0.0146	0	0
pg19225-6	0.0229	0.2832	0.2633	0.0996	0.0261	0.0204	0.0344	0.0517	0.0504	0.0004	0.0048	0.0234	0.0073	0.1147	-0.0916	0.0315	0.4571	0.1714	0.3714	0.8035	-0.0947	0.0538	0.0045	0.0051	-0.0013	-0.0092	-0.006	-0.0082	-0.0098	0.0107	0.0125	0.0017	0.2464	0.2632	0
pg19225-5	0.0234	0.3731	0.1894	0.0833	0.0239	0.0221	0.0354	0.0516	0.0513	0.0001	0.0046	0.0187	0.0088	0.1104	-0.0886	0.024	0.3143	0.2	0.4857	0.7846	-0.0947	0.0538	0.0045	0.0051	-0.0013	-0.0092	-0.006	-0.0082	-0.0098	0.0107	0.0125	0.0017	0.1926	0.2368	0
pg19225-4	0.0239	0.2165	0.1886	0.0705	0.0191	0.0221	0.0373	0.0547	0.052	0.0001	0.0048	0.0156	0.007	0.1125	-0.0933	0.0344	0.4286	0.1714	0.4	0.7842	-0.0947	0.0538	0.0045	0.0051	-0.0013	-0.0092	-0.006	-0.0082	-0.0098	0.0107	0.0125	0.0017	0.2703	0.2105	0
pg19225-3	0.0208	0.2776	0.0715	0.0867	0.021	0.0239	0.0348	0.0553	0.0479	0.0007	0.0047	0.0147	0.0069	0.1102	-0.0662	0.0365	0.4571	0.1429	0.4	0.7975	-0.0947	0.0538	0.0045	0.0051	-0.0013	-0.0092	-0.006	-0.0082	-0.0098	0.0107	0.0125	0.0017	0.3	0.2368	0
pg19225-2	0.0203	0.3158	0.2165	0.0754	0.0253	0.0234	0.0367	0.0561	0.0483	0.0003	0.0054	0.0122	0.007	0.1107	-0.0741	0.0244	0.4857	0.1143	0.4	0.7565	-0.0947	0.0538	0.0045	0.0051	-0.0013	-0.0092	-0.006	-0.0082	-0.0098	0.0107	0.0125	0.0017	0.2031	0.2105	0
pg19225-1	0.021	0.4048	0.1933	0.0801	0.0249	0.0218	0.0408	0.0537	0.0459	0.0003	0.007	0.0181	0.0063	0.1199	-0.0518	0.0256	0.3714	0.2571	0.3714	0.7454	-0.0947	0.0538	0.0045	0.0051	-0.0013	-0.0092	-0.006	-0.0082	-0.0098	0.0107	0.0125	0.0017	0.2224	0.1842	0
pg32840-10	0.0211	0.1856	0.1495	0.0908	0.0202	0.0205	0.0266	0.0852	0.0351	0.0007	0.0085	0.0125	0.0128	0.1335	-0.0396	0.0528	0.4348	0.087	0.4783	0.7502	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.4789	0.5526	0
pg32840-11	0.0155	0.3164	0.0372	0.0791	0.0176	0.0228	0.0328	0.0824	0.0305	0.0011	0.0105	0.0132	0.0062	0.14	0.0771	0.0308	0.3478	0.2174	0.4348	0.6927	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.3071	0.3158	0
pg32840-12	0.015	0.2869	0.0614	0.0917	0.0174	0.0246	0.0338	0.078	0.0346	0.0005	0.0072	0.0122	0.0062	0.1317	0.006	0.0285	0.2609	0.3043	0.4348	0.7434	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.1732	0.2895	0
pg32840-13	0.0167	0.2424	0.0769	0.0664	0.0194	0.0238	0.0323	0.0766	0.0306	0.0004	0.0093	0.0142	0.0086	0.1328	0.0342	0.0445	0.3913	0.087	0.5217	0.6551	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.4397	0.4737	0
pg32840-14	0.0195	0.1231	0.2346	0.0872	0.0249	0.0228	0.0292	0.0827	0.0328	0.0006	0.0077	0.0107	0.005	0.1309	0.0315	0.0516	0.3043	0.1739	0.5217	0.6753	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.5634	0.4737	0
pg32840-15	0.0196	0.1981	0.1854	0.094	0.0241	0.0216	0.0314	0.0727	0.0372	0.0007	0.0075	0.0115	0.0095	0.1238	-0.0271	0.0462	0.4348	0.2174	0.3478	0.7396	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.4124	0.3421	0
pg32840-16	0.0225	0.2189	0.1115	0.1023	0.0215	0.021	0.0299	0.0803	0.0379	0.0003	0.008	0.0133	0.009	0.1318	-0.0347	0.0563	0.4348	0.2174	0.3478	0.7401	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.5136	0.4474	0
pg35902-1	0.0228	0.1382	0.0184	0.0686	0.0182	0.0244	0.0239	0.0612	0.0431	0.0005	0.0015	0.0026	0.005	0.0897	-0.0461	0.0427	0.3448	0.2414	0.4138	0.6788	-0.0694	-0.6439	-0.0025	-0.0046	0.0006	-0.0071	-0.0093	0.0123	-0.0039	-0.0061	0.015	0.0056	0.3989	0.2105	0
pg25550-7	0.0221	0.3824	0.0233	0.0459	0.0219	0.0224	0.0294	0.0428	0.0475	0.0009	0.0024	0.0122	0.005	0.0876	-0.0695	0.0308	0.4375	0.125	0.4375	0.7489	-0.1153	-0.1053	0.0154	0.0023	-0.0079	0.0099	-0.0004	-0.0087	-0.0017	0.0057	-0.0054	-0.0091	0.2368	0.0789	0
