Category	BookID	BookName	Lang	Author
Romance	17007	Imaginäre Brücken: Studien und Aufsätze	de	Wassermann, Jakob
Romance	17143	Der niegeküßte Mund: Drei Erzählungen	de	Wassermann, Jakob
Romance	17413	Mein Weg als Deutscher und Jude	de	Wassermann, Jakob
Romance	18258	Deutsche Charaktere und Begebenheiten	de	Wassermann, Jakob
Romance	18551	Der Wendekreis - Erste Folge: Novellen	de	Wassermann, Jakob
Romance	18552	Der Wendekreis - Zweite Folge : Oberlins drei Stufen, Sturreganz	de	Wassermann, Jakob
Romance	19611	Der goldene Spiegel: Erzählungen in einem Rahmen	de	Wassermann, Jakob
Romance	19940	Die ungleichen Schalen: Fünf einaktige Dramen	de	Wassermann, Jakob
Romance	20413	Der Moloch	de	Wassermann, Jakob
Romance	21535	Die Schwestern: Drei Novellen	de	Wassermann, Jakob
Romance	21860	Olivia oder Die unsichtbare Lampe	de	Wassermann, Jakob
Romance	25721	Caspar Hauser; oder, Die Trägheit des Herzens, Roman	de	Wassermann, Jakob
Romance	26402	Engelhart Ratgeber	de	Wassermann, Jakob
Romance	26444	Schläfst du Mutter?; Ruth. Novellen	de	Wassermann, Jakob
Romance	32100	Melusine: Ein Liebesroman	de	Wassermann, Jakob
Romance	36918	Die Schaffnerin; Die Mächtigen: Novellen	de	Wassermann, Jakob
Fantasy	24523	"Der Sozialismus einst und jetzt
Streitfragen des Sozialismus in Vergangenheit und Gegenwart"	de	Bernstein, Eduard
Fantasy	44722	Ferdinand Lassalle: Eine Würdigung des Lehrers und Kämpfers	de	Bernstein, Eduard
Fantasy	2054	Iphigenie auf Tauris	de	Goethe, Johann Wolfgang von
Fantasy	2228	Reineke Fuchs	de	Goethe, Johann Wolfgang von
Fantasy	2229	Faust: Der Tragödie erster Teil	de	Goethe, Johann Wolfgang von
Fantasy	2230	Faust: Der Tragödie zweiter Teil	de	Goethe, Johann Wolfgang von
Fantasy	5325	Römische Elegien	de	Goethe, Johann Wolfgang von
Fantasy	5326	Venetianische Epigramme	de	Goethe, Johann Wolfgang von
Fantasy	5653	Die Mitschuldigen	de	Goethe, Johann Wolfgang von
Fantasy	7875	Römische Elegien	de	Goethe, Johann Wolfgang von
Fantasy	9260	"Prometheus
Dramatisches Fragment"	de	Goethe, Johann Wolfgang von
Fantasy	10353	Satyros oder Der vergötterte Waldteufel	de	Goethe, Johann Wolfgang von
Fantasy	10354	"Die Laune des Verliebten
Ein Schäferspiel in Versen und einem Akt"	de	Goethe, Johann Wolfgang von
Fantasy	10425	"Torquato Tasso
Ein Schauspiel"	de	Goethe, Johann Wolfgang von
Fantasy	10426	Die natürliche Tochter	de	Goethe, Johann Wolfgang von
Fantasy	10428	Die Aufgeregten	de	Goethe, Johann Wolfgang von
Fantasy	17657	Belagerung von Mainz	de	Goethe, Johann Wolfgang von
Fantasy	17664	Kampagne in Frankreich	de	Goethe, Johann Wolfgang von
Fantasy	18101	[Einleitung zu:] Thomas Carlyle, Leben Schillers	de	Goethe, Johann Wolfgang von
Fantasy	21000	Faust: Eine Tragödie	de	Goethe, Johann Wolfgang von
Fantasy	34059	West-östlicher Divan: Ten Lyrics with Friulian Translation	de	Goethe, Johann Wolfgang von
Fantasy	46021	Goethes Briefe an Leipziger Freunde	de	Goethe, Johann Wolfgang von
Fantasy	48919	"Goethe und Werther
Briefe Goethe's, meistens aus seiner Jugendzeit"	de	Goethe, Johann Wolfgang von
Fantasy	49024	Goethes Briefe an Auguste zu Stolberg	de	Goethe, Johann Wolfgang von
Fantasy	49593	"Briefe von Goethe an Lavater
Aus den Jahren 1774 bis 1783"	de	Goethe, Johann Wolfgang von
Juvenile fiction	54368	"Die Harpyen von Madrit, oder die Postkutsche
Aus dem Spanischen des Verfassers der Donna Rufina"	de	Solórzano, Alonso de Castillo
Juvenile fiction	7943	Die Argonauten	de	Grillparzer, Franz
Juvenile fiction	7944	Der Gastfreund	de	Grillparzer, Franz
Juvenile fiction	7945	Medea	de	Grillparzer, Franz
Juvenile fiction	7946	Das goldene Vließ	de	Grillparzer, Franz
Juvenile fiction	7996	Der Traum ein Leben	de	Grillparzer, Franz
Juvenile fiction	8568	Des Meeres und der Liebe Wellen: Trauerspiel in fünf Aufzügen	de	Grillparzer, Franz
Juvenile fiction	8961	Der arme Spielmann	de	Grillparzer, Franz
Juvenile fiction	8964	Ein Bruderzwist in Habsburg	de	Grillparzer, Franz
Juvenile fiction	8999	Das Kloster bei Sendomir	de	Grillparzer, Franz
Juvenile fiction	9044	"Weh dem, der lügt
Lustspiel in fünf Aufzügen"	de	Grillparzer, Franz
Juvenile fiction	9045	"Die Jüdin von Toledo
Historisches Trauerspiel in fünf Aufzügen"	de	Grillparzer, Franz
Juvenile fiction	9046	"König Ottokars Glück und Ende
Trauerspiel in fünf Aufzügen"	de	Grillparzer, Franz
Juvenile fiction	9049	"Libussa
Trauerspiel in fünf Aufzügen"	de	Grillparzer, Franz
Juvenile fiction	9058	Ein treuer Diener seines Herrn	de	Grillparzer, Franz
Juvenile fiction	9062	"Sappho
Ein Trauerspiel in fünf Aufzügen"	de	Grillparzer, Franz
Juvenile fiction	9181	Die Ahnfrau	de	Grillparzer, Franz
Juvenile fiction	18475	Nach Amerika! Ein Volksbuch. Erster Band	de	Gerstäcker, Friedrich
Juvenile fiction	19675	Herrn Mahlhubers Reiseabenteuer	de	Gerstäcker, Friedrich
Juvenile fiction	20412	Tahiti: Roman aus der Südsee. Erster Band.	de	Gerstäcker, Friedrich
Juvenile fiction	20944	Nach Amerika! Ein Volksbuch. Zweiter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	28243	Nach Amerika! Ein Volksbuch. Vierter Band	de	Gerstäcker, Friedrich
Juvenile fiction	29102	Nach Amerika! Ein Volksbuch. Fünfter Band	de	Gerstäcker, Friedrich
Juvenile fiction	29464	Tahiti: Roman aus der Südsee. Zweiter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	29746	Nach Amerika! Ein Volksbuch. Dritter Band	de	Gerstäcker, Friedrich
Juvenile fiction	30289	Nach Amerika! Ein Volksbuch. Sechster Band	de	Gerstäcker, Friedrich
Juvenile fiction	30631	Die Colonie: Brasilianisches Lebensbild. Erster Band.	de	Gerstäcker, Friedrich
Juvenile fiction	30814	Die Colonie: Brasilianisches Lebensbild. Zweiter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	33003	Der Wahnsinnige: Eine Erzählung aus Südamerika	de	Gerstäcker, Friedrich
Juvenile fiction	33017	Amerikanische Wald- und Strombilder. Erster Band.	de	Gerstäcker, Friedrich
Juvenile fiction	35651	Inselwelt. Erster Band. Indische Skizzen	de	Gerstäcker, Friedrich
Juvenile fiction	38451	Tahiti: Roman aus der Südsee. Dritter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	39545	Die Colonie: Brasilianisches Lebensbild. Dritter Band	de	Gerstäcker, Friedrich
Juvenile fiction	41585	Amerikanische Wald- und Strombilder. Zweiter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	43892	"Ein Parcerie-Vertrag
Erzählung zur Warnung und Belehrung für Auswanderer und ihre Freunde"	de	Gerstäcker, Friedrich
Juvenile fiction	43913	Aus dem Matrosenleben	de	Gerstäcker, Friedrich
Juvenile fiction	44239	"Unter Palmen und Buchen. Erster Band.
Unter Buchen. Gesammelte Erzählungen."	de	Gerstäcker, Friedrich
Juvenile fiction	45534	"Unter Palmen und Buchen. Zweiter Band.
Unter Palmen. Gesammelte Erzählungen."	de	Gerstäcker, Friedrich
Juvenile fiction	45569	Wanderbilder aus Central-Amerika. Skizzen eines deutschen Malers	de	Gerstäcker, Friedrich
Juvenile fiction	45977	"Eine Mutter
Roman im Anschluß an »die Colonie«"	de	Gerstäcker, Friedrich
Juvenile fiction	46053	Der Kunstreiter, 1. Band	de	Gerstäcker, Friedrich
Juvenile fiction	46061	Der Kunstreiter, 2. Band	de	Gerstäcker, Friedrich
Juvenile fiction	46062	Der Kunstreiter, 3. Band	de	Gerstäcker, Friedrich
Juvenile fiction	46073	"Inselwelt. Zweiter Band. Australische Skizzen.
Gesammelte Erzählungen."	de	Gerstäcker, Friedrich
Juvenile fiction	46083	Tahiti: Roman aus der Südsee. Vierter Band	de	Gerstäcker, Friedrich
Juvenile fiction	46368	Pfarre und Schule: Eine Dorfgeschichte. Erster Band.	de	Gerstäcker, Friedrich
Juvenile fiction	46410	Pfarre und Schule: Eine Dorfgeschichte. Zweiter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	46442	Pfarre und Schule: Eine Dorfgeschichte. Dritter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	46465	Der Erbe: Roman. Dritter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	46504	Der Erbe: Roman. Zweiter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	46539	Der Erbe: Roman. Erster Band.	de	Gerstäcker, Friedrich
Juvenile fiction	48036	Unter Palmen und Buchen. Dritter Band.	de	Gerstäcker, Friedrich
Juvenile fiction	50187	"Aus zwei Welttheilen, Erster Band.
Gesammelte Erzählungen"	de	Gerstäcker, Friedrich
Juvenile fiction	50252	Eine Gemsjagd in Tyrol	de	Gerstäcker, Friedrich
Juvenile fiction	53100	"Aus zwei Welttheilen. Zweiter Band.
Gesammelte Erzählungen"	de	Gerstäcker, Friedrich
Juvenile fiction	54422	Californische Skizzen	de	Gerstäcker, Friedrich
Juvenile fiction	54555	"Kreuz und Quer, Erster Band
Neue gesammelte Erzählungen"	de	Gerstäcker, Friedrich
Juvenile fiction	54875	"Kreuz und Quer, Zweiter Band
Neue gesammelte Erzählungen"	de	Gerstäcker, Friedrich
Juvenile fiction	40391	Der Dichter in Dollarica	de	Wolzogen, Ernst von
Juvenile fiction	39816	Macchiavellis Buch vom Fürsten	de	Machiavelli, Niccolò
Juvenile fiction	24173	Brennendes Geheimnis: Erzählung	de	Zweig, Stefan
Juvenile fiction	30281	Die Räuberbande	de	Frank, Leonhard
Juvenile fiction	35176	Der Mensch ist gut	de	Frank, Leonhard
Juvenile fiction	36389	Drei Meister: Balzac, Dickens, Dostojewski	de	Zweig, Stefan
Juvenile fiction	38686	Die Liebe der Erika Ewald: Novellen	de	Zweig, Stefan
Juvenile fiction	40564	Jeremias: Eine dramatische Dichtung in neun Bildern	de	Zweig, Stefan
Juvenile fiction	45548	Kindheit	de	Frank, Leonhard
Juvenile fiction	46928	Die Ursache: Erzählung	de	Frank, Leonhard
Juvenile fiction	20302	Der Ketzer von Soana	de	Hauptmann, Gerhart
Juvenile fiction	29376	Bahnwärter Thiel	de	Hauptmann, Gerhart
Juvenile fiction	45009	Gabriel Schillings Flucht: Drama	de	Hauptmann, Gerhart
Juvenile fiction	52218	Vor Sonnenaufgang: Soziales Drama	de	Hauptmann, Gerhart
Juvenile fiction	52952	Die Ratten: Berliner Tragikomödie	de	Hauptmann, Gerhart
Juvenile fiction	39678	In Dingsda	de	Schlaf, Johannes
Juvenile fiction	40733	Frühling	de	Schlaf, Johannes
Juvenile fiction	48097	Stille Welten: Neue Stimmungen aus Dingsda	de	Schlaf, Johannes
Juvenile fiction	52892	Die Familie Selicke	de	Schlaf, Johannes
Juvenile fiction	6638	Märchen-Almanach auf das Jahr 1826	de	Hauff, Wilhelm
Juvenile fiction	6639	Märchen-Almanach auf das Jahr 1827	de	Hauff, Wilhelm
Juvenile fiction	6640	Märchen-Almanach auf das Jahr 1828	de	Hauff, Wilhelm
Juvenile fiction	6725	Othello	de	Hauff, Wilhelm
Juvenile fiction	6726	Lichtenstein	de	Hauff, Wilhelm
Juvenile fiction	6890	Mitteilungen aus den Memoiren des Satan — Band 1	de	Hauff, Wilhelm
Juvenile fiction	6891	Mitteilungen aus den Memoiren des Satan — Band 2	de	Hauff, Wilhelm
Juvenile fiction	6892	Mitteilungen aus den Memoiren des Satan	de	Hauff, Wilhelm
Juvenile fiction	13451	"Der Mann im Mond
Oder der Zug des Herzens ist des Schicksals Stimme, nebst der Kontrovers-Predigt über H. Clauren und den Mann im Mond"	de	Hauff, Wilhelm
Juvenile fiction	13452	"Kontrovers-Predigt über H. Clauren und den Mann im Mond
Gehalten vor dem deutschen Publikum in der Herbstmesse 1827"	de	Hauff, Wilhelm
Juvenile fiction	44642	Kleine deutsche Sprachlehre	de	Bohm, Hermann
Juvenile fiction	44197	"Die Schädigung der Rasse
durch soziales und wirtschaftliches Aufsteigen bewiesen an den Berliner Juden"	de	Theilhaber, Felix A. (Felix Aaron)
Juvenile fiction	45434	Der Untergang der Deutschen Juden: Eine Volkswirtschaftliche Studie	de	Theilhaber, Felix A. (Felix Aaron)
Juvenile fiction	45808	Die Juden Im Weltkriege	de	Theilhaber, Felix A. (Felix Aaron)
Juvenile fiction	50393	Jüdische Flieger im Kriege, ein Blatt der Erinnerung	de	Theilhaber, Felix A. (Felix Aaron)
Juvenile fiction	51467	"Harbaugh's Harfe
Gedichte in Pennsylvanisch-Deutscher Mundart"	de	Harbaugh, Henry
Juvenile fiction	49938	"Sämmtliche Werke 1-2: Mein Leben / Spaziergang nach Syrakus im Jahre 1802
Vierte rechtmäßige Gesammtausgabe in acht Bänden"	de	Seume, Johann Gottfried
Juvenile fiction	6651	Immensee	de	Storm, Theodor
Juvenile fiction	8889	Aquis Submersus	de	Storm, Theodor
Juvenile fiction	8895	Auf der Universität Lore	de	Storm, Theodor
Juvenile fiction	8915	"Hinzelmeier
eine nachdenkliche Geschichte"	de	Storm, Theodor
Juvenile fiction	8916	Bulemanns Haus	de	Storm, Theodor
Juvenile fiction	8917	Von Kindern und Katzen, und wie sie die Nine begruben	de	Storm, Theodor
Juvenile fiction	8919	"Pole Poppenspäler
Novelle (1874)"	de	Storm, Theodor
Juvenile fiction	8921	Waldwinkel	de	Storm, Theodor
Juvenile fiction	8922	Viola Tricolor	de	Storm, Theodor
Juvenile fiction	8923	Die Regentrude	de	Storm, Theodor
Juvenile fiction	8925	Der Spiegel des Cyprianus	de	Storm, Theodor
Juvenile fiction	8926	"In St. Jürgen
Novelle (1867)"	de	Storm, Theodor
Juvenile fiction	8927	Auf dem Staatshof	de	Storm, Theodor
Juvenile fiction	20977	"Im Sonnenschein
Novelle"	de	Storm, Theodor
Juvenile fiction	24212	"Im Saal
Novelle"	de	Storm, Theodor
Juvenile fiction	24213	"Marthe und ihre Uhr
Novelle"	de	Storm, Theodor
Juvenile fiction	24214	"Im Brauerhause
Novelle"	de	Storm, Theodor
Juvenile fiction	44452	Wolkenüberflaggt: Gedichte	de	Lotz, Ernst Wilhelm
Juvenile fiction	12113	Eine vornehme Frau	de	Heiberg, Hermann
Juvenile fiction	12273	Grevinde	de	Heiberg, Hermann
Juvenile fiction	12927	Charaktere und Schicksale	de	Heiberg, Hermann
Juvenile fiction	13805	Todsünden	de	Heiberg, Hermann
Juvenile fiction	24371	Die Inselbauern; oder, Die Leute auf Hemsö	de	Schering, Emil
Juvenile fiction	45916	Inferno; Legenden	de	Schering, Emil
Juvenile fiction	51558	Die Entwicklung des gutsherrlich-bäuerlichen Verhältnisses in Galizien (1772-1848)	de	Mises, Ludwig von
Juvenile fiction	44272	Schwarz-Weiß-Rot: Grotesken	de	Mynona
Juvenile fiction	38281	Der König Candaules: Drama in drei Akten	de	Blei, Franz
Juvenile fiction	46268	Die Musen: Eine Ode	de	Blei, Franz
Juvenile fiction	46912	Der Schwierige: Lustspiel in drei Akten	de	Hofmannsthal, Hugo von
Juvenile fiction	43163	Die schwarzen Brüder: Eine abentheuerliche Geschichte. 1/3	de	Zschokke, Heinrich
Juvenile fiction	43164	Die schwarzen Brüder: Eine abentheuerliche Geschichte. 2/3	de	Zschokke, Heinrich
Juvenile fiction	43165	Die schwarzen Brüder: Eine abentheuerliche Geschichte. 3/3	de	Zschokke, Heinrich
Juvenile fiction	47318	Deutsche Humoristen, 2. Band (von 8)	de	Zschokke, Heinrich
Juvenile fiction	52718	Abaellino der große Bandit	de	Zschokke, Heinrich
Juvenile fiction	47872	Mein Lied	de	Rosegger, Peter
Juvenile fiction	52985	Deutsche Humoristen, 1. Band (von 8)	de	Rosegger, Peter
Juvenile fiction	54597	Fremde Straßen	de	Rosegger, Peter
Juvenile fiction	6004	Helden	de	Shaw, Bernard
Juvenile fiction	9491	Candida: Ein Mysterium in drei Akten	de	Shaw, Bernard
Juvenile fiction	9802	Der Mann des Schicksals: Komödie in einem Akt	de	Shaw, Bernard
Juvenile fiction	9810	Man kann nie wissen: Komödie in vier Akten	de	Shaw, Bernard
Juvenile fiction	47077	Der Amateursozialist: Roman	de	Shaw, Bernard
Juvenile fiction	48639	Gestalten der Wildnis	de	Roberts, Charles G. D., Sir
Juvenile fiction	39174	Prinzessin Mymra: Novellen und Träume	de	Remizov, Aleksei
Juvenile fiction	39175	Legenden und Geschichten	de	Remizov, Aleksei
Juvenile fiction	22159	Gespenster: Ein Familiendrama in drei Aufzügen	de	Ibsen, Henrik
Juvenile fiction	23679	Baumeister Solneß: Schauspiel in drei Aufzügen	de	Ibsen, Henrik
Juvenile fiction	36997	Rosmersholm: Schauspiel in vier Aufzügen	de	Ibsen, Henrik
Juvenile fiction	49824	"Kindheit
Autobiographische Novelle"	de	Heß, Adolf
Juvenile fiction	22493	Ein Heiratsantrag: Scherz in einem Aufzug	de	Flachs-Fokschaneanu, Luise
Juvenile fiction	22494	Der Bär: Groteske in einem Aufzug	de	Flachs-Fokschaneanu, Luise
Juvenile fiction	29905	"Viribus unitis
Wie könnte die europäische Cultur nach Bosnien verpflanzt werden?"	de	Neupauer, Josef
Travel	39619	Trotzkopf als Grossmutter	de	Herbst, Anna
Travel	26261	Die Frau von dreißig Jahren	de	Heichen, Walter
Travel	38295	Von der Macht des Gemüts, durch den bloßen Vorsatz seiner krankhaften Gefühle Meister zu sein	de	Hufeland, Christoph Wilhelm
Travel	35939	Beobachtungen über Oesterreichs Aufklärung und Litteratur	de	Blumauer, Aloys
Travel	8085	Die Göttliche Komödie	de	Dante Alighieri
Travel	38505	Der gläserne Garten: Zwei Novellen	de	Goll, Claire
Travel	33726	Die hauptsächlichsten Theorien der Geometrie	de	Loria, Gino
Travel	21021	Die Biene Maja und ihre Abenteuer	de	Bonsels, Waldemar
Travel	24377	Indienfahrt	de	Bonsels, Waldemar
Travel	27220	Himmelsvolk: Ein Buch von Blumen, Tieren und Gott	de	Bonsels, Waldemar
Travel	33603	Eros und die Evangelien, aus den Notizen eines Vagabunden	de	Bonsels, Waldemar
Travel	34265	Das Anjekind: Eine Erzählung	de	Bonsels, Waldemar
Travel	38650	Wartalun: Der Niedergang eines Geschlechts	de	Bonsels, Waldemar
Travel	47202	Blut: Eine Erzählung	de	Bonsels, Waldemar
Travel	51254	"Norby
Eine dramatische Dichtung"	de	Bonsels, Waldemar
Travel	40298	Junge Pferde! Junge Pferde!	de	Boldt, Paul
Travel	40314	Yester und Li: Die Geschichte einer Sehnsucht	de	Kellermann, Bernhard
Travel	40771	Ingeborg	de	Kellermann, Bernhard
Travel	41882	Der Tor: Roman	de	Kellermann, Bernhard
Travel	42339	Das Meer: Roman	de	Kellermann, Bernhard
Travel	43333	Der 9. November: Roman	de	Kellermann, Bernhard
Travel	43339	Die Heiligen	de	Kellermann, Bernhard
Travel	44489	Der Tunnel: Roman	de	Kellermann, Bernhard
Travel	24899	Platons Gastmahl	de	Plato
Travel	16264	Deutsches Leben der Gegenwart	de	Sommerfeld, Arnold
Travel	52171	"Sturz der Verdammten
Gedichte"	de	Urzidil, Johannes
Travel	14915	Das Nibelungenlied	de	Unknown
Travel	22628	"New-Yorker Staats-Zeitung, 16. Oktober 1915
Vol. I. No. 34."	de	Unknown
History	44537	Das Leben Tolstois	de	Sylvester, O. R.
History	43759	Geflügelte Worte: Der Citatenschatz des deutschen Volkes	de	Büchmann, Georg
History	23756	Geschichte Alexanders des Grossen	de	Droysen, Johann Gustav
History	51901	"Novellen
Hausgenossen. — Und Doch! — Der tolle Junker. —
Finderlohn. — Glück muß man haben!"	de	Arnold, Hans
History	51349	"Sicherer Wegweiser zu einer guten und gesunden Wohnung
Zwei Preisschriften"	de	Balmer-Rinck, Johann Jakob
History	53973	"Max Butziwackel der Ameisenkaiser
Ein Buch für Kinder und große Leute"	de	Koch, Luise von
History	54391	"Schilderungen des Treibens im Leben und Handel in den Vereinigten Staaten und Havana.
Gezeichnet auf Reisen in den Jahren 1838 und 1839"	de	Ries, Julius
History	31213	Schlupps, der Handwerksbursch; Mären und Schnurren	de	Fromberg, Clara
History	48502	"Der Held von Uganda
Leben und Wirken des Pioniermissionars Alexander Mackay"	de	Schneider, Carl
History	4371	Jenseits der Schriftkultur — Band 1	de	Nadin, Mihai
History	4372	Jenseits der Schriftkultur — Band 2	de	Nadin, Mihai
History	4373	Jenseits der Schriftkultur — Band 3	de	Nadin, Mihai
History	4374	Jenseits der Schriftkultur — Band 4	de	Nadin, Mihai
History	4375	Jenseits der Schriftkultur — Band 5	de	Nadin, Mihai
History	41320	Severins Gang in die Finsternis: Ein Prager Gespensterroman	de	Leppin, Paul
History	52335	"Wir Menschen
Gedichte"	de	Hartmann, Walther Georg
History	28664	Langsam-Schnellzüge in Österreich	de	Ignotus
History	27532	Betrachtungen über die Grundlagen der Philosophie	de	Descartes, René
History	24206	Sturmzeichen	de	Skowronnek, Richard
History	52879	Neuestes Süddeutsches Kochbuch für alle Stände	de	Schiller, Viktorine
Literary	34064	Der Courier des Czaar (Michael Strogoff)	de	Verne, Jules
Literary	46180	Der Findling. Erster Band.	de	Verne, Jules
Literary	46174	Der Findling. Zweiter Band.	de	Verne, Jules
Literary	44830	Die neuesten Geschichtslügen	de	Kanner, Heinrich
Literary	25019	Ein Drama in Mexico.	de	Verne, Jules
Literary	15559	Robur der Sieger	de	Verne, Jules
Juvenile fiction	5323	Effi Briest	de	Theodor Fontane
Juvenile fiction	9108	Emilia Galotti	de	Gotthold Ephraim Lessing
History	5072	Dantons Tod	de	Georg Büchner
History	6079	Deutschland. Ein Wintermaerchen	de	Heinrich Heine
Travel	49395	"Oesterreich im Jahre 2020
Socialpolitischer Roman"	de	Neupauer, Josef von
Travel	47941	Das Labyrinth: Ein Lebenslauf aus dem 18. Jahrhundert	de	Seidel, Ina
Travel	21527	Weihnachtserzählungen	de	Schwayer, Adolf
Travel	12053	Gladius Dei; Schwere Stunde	de	Mann, Thomas
Travel	12108	Der Tod in Venedig	de	Mann, Thomas
Travel	13810	Tristan	de	Mann, Thomas
Travel	23313	Tonio Kröger	de	Mann, Thomas
Travel	34811	Buddenbrooks: Verfall einer Familie	de	Mann, Thomas
Travel	35328	Königliche Hoheit: Roman	de	Mann, Thomas
Travel	36766	Der kleine Herr Friedemann: Novellen	de	Mann, Thomas
Travel	38692	"Tonio Kröger
[Erstausgabe; Illustrationen von Erich M. Simon]"	de	Mann, Thomas
Travel	54690	"Der Hodscha Nasreddin I. Band
Türkische, arabische, berberische, maltesische,
sizilianische, kalabrische, kroatische, serbische und
griechische Märlein und"	de	Wesselski, Albert
Travel	54691	"Der Hodscha Nasreddin II. Band
Türkische, arabische, berberische, maltesische,
sizilianische, kalabrische, kroatische, serbische und
griechische Märlein und"	de	Wesselski, Albert
Travel	8392	Hin und Her: Ein Buch für die Kinder	de	Fick, H. H. (Henry H.)
Travel	14700	Die Menschen der Ehe	de	Mackay, John Henry
Travel	15068	Der Schwimmer	de	Mackay, John Henry
Travel	46767	Die Bekanntschaft auf der Reise	de	Ahlefeld, Charlotte von
Travel	44243	Zarastro: Westliche Tage	de	Kolb, Annette
Travel	44251	Kurze Aufsätze	de	Kolb, Annette
Travel	44258	Die Last	de	Kolb, Annette
Travel	44298	Das Exemplar	de	Kolb, Annette
Travel	45661	L'Âme aux deux patries: Sieben Studien	de	Kolb, Annette
Travel	46204	Wege und Umwege	de	Kolb, Annette
Travel	46550	Briefe einer Deutsch-Französin	de	Kolb, Annette
Travel	46903	Das Lob der Narrheit	de	Erasmus, Desiderius
Travel	49424	Die Schatzinsel: Roman	de	Stevenson, Robert Louis
Travel	52725	Harck Olufs aus der Insul Amron im Stifte Ripen in Jütland, gebürtig, sonderbare Avanturen, so sich mit ihm insonderheit zu Constantine und an andern Orten in Africa zugetragen.	de	Olufs, Hark
Travel	53780	Der Weihnacht-Abend	de	Schilling, Gustav
History	42900	Gänsemütterchens Märchen	de	Doré, Gustave
History	48965	Fauna der Nassauischen Mollusken	de	Kobelt, Wilhelm
History	7068	Das Haidedorf	de	Stifter, Adalbert
History	8126	Der Nachsommer	de	Stifter, Adalbert
History	29553	Bunte Steine: Ein Festgeschenk	de	Stifter, Adalbert
History	15891	Französisch-slavische Kämpfe in der Bocca di Cattaro 1806-1814.	de	Velimirovi?, Nikolaj
History	39650	Das heilige Donnerwetter. Ein Blücherroman	de	Paul, Adolf
History	51051	"Die Tänzerin Barberina
Roman aus der Zeit Friedrich des Grossen"	de	Paul, Adolf
History	49722	Briefe aus Aulestad an seine Tochter Bergliot Ibsen	de	Ibsen, Bergliot
History	48158	"Die Bibliothek meines Oheims
Eine Genfer Novelle"	de	Töpffer, Rudolf
History	8803	Große und kleine Welt	de	Balzac, Honoré de
History	49995	»1906«. Der Zusammenbruch der alten Welt	de	Grautoff, Ferdinand Heinrich
